,level_0,index,frequency
1853,1853,CCN2,2322
1854,1854,[C@@H]2CCCN2C(=O),2320
1855,1855,3=CC,2319
1856,1856,SCC(=O)NC,2317
1857,1857,cc(c1)c2,2316
1858,1858,[C@H]9,2315
1859,1859,Oc3ccccc3,2314
1860,1860,N4C,2311
1861,1861,COc1ccccc1N2CCN(CC,2309
1862,1862,c2ccc3ccccc3c2,2307
1863,1863,SSC[C@H](,2307
1864,1864,NC(=O)[C@H](CCCCN)NC(=O),2306
1865,1865,[C@H](C)CC,2305
1866,1866,c4c[nH]c5ccccc4,2303
1867,1867,6CCC,2303
1868,1868,CCN(CC)C(=O),2302
1869,1869,2CCN(CC2)S(=O)(=O),2302
1870,1870,nc3C,2299
1871,1871,l),2297
1872,1872,C[C@@H]1C,2296
1873,1873,C(=O)N)NC(=O),2295
1874,1874,S(=O)(=O)CC,2293
1875,1875,cc(ccc1,2291
1876,1876,#N)\,2290
1877,1877,3)c4ccc5,2289
1878,1878,N=C3,2288
1879,1879,5)CC,2288
1880,1880,1CCCCC1),2285
1881,1881,[C@H](C)[C@@H](O),2283
1882,1882,4)C(=O)C,2283
1883,1883,nnnn,2281
1884,1884,ccnc(,2279
1885,1885,(OC),2279
1886,1886,C[n+]1,2278
1887,1887,/C/1=C,2277
1888,1888,OC(CC,2274
1889,1889,c3ccc(cc3)S(=O)(=O)N,2271
1890,1890,C[C@H](NC(=O),2267
1891,1891,c(Cl)cccc,2263
1892,1892,n4cn,2259
1893,1893,c2ccc(Cl)cc2Cl,2257
1894,1894,5CCCCC5,2257
1895,1895,c4ccccc24,2256
1896,1896,c2ccccc2)c3ccccc,2255
1897,1897,2)c3cccc(c3,2255
1898,1898,s1)c2,2254
1899,1899,c2c3,2254
1900,1900,C(=O)N[C@@H](CC(=O)N,2254
1901,1901,%13,2254
1902,1902,c2ccc(F)cc2,1862
1903,1903,CCC2(CC,2252
1904,1904,2CCC[C@H]2,2251
1905,1905,(=C(N,2249
1906,1906,P(=O)(OC,2247
1907,1907,(F)F),2246
1908,1908,c1)C(=O),2242
1909,1909,c1onc(,2241
1910,1910,\C=C(/,2238
1911,1911,3)CC2,2235
1912,1912,3CC3),2234
1913,1913,3=O)C,2232
1914,1914,ccs,2224
1915,1915,NC(=O)C2CC,2222
1916,1916,)C(=O)NCC,2220
1917,1917,n3ccnc3,2218
1918,1918,Cc1cccc2,2218
1919,1919,1CCCN(C,2218
1920,1920,onc(n2)c3,2217
1921,1921,c3cc(OC)c(OC)c(OC,2217
1922,1922,CCN(CC(=O)N,2217
1923,1923,CN(C(=O)C,2216
1924,1924,C(=O)N1C,2215
1925,1925,O1),2213
1926,1926,[C@H](C)[C@@H](O,2212
1927,1927,Fc1ccc(cc1)c2,2212
1928,1928,ccc(N,2211
1929,1929,ccc23,2209
1930,1930,C(=O)NC(C,2209
1931,1931,cc(Cl)c,2208
1932,1932,c8ccccc8,2205
1933,1933,ccnc4,2203
1934,1934,Fc1cccc(,2203
1935,1935,2CCCCC2,2203
1936,1936,c3ccc(Cl)c(Cl)c3,2197
1937,1937,nc(n1),2196
1938,1938,3)C(=O)O,2196
1939,1939,c2cc(ccc1,2194
1940,1940,P(=S),2194
1941,1941,)c3C,2194
1942,1942,c2ccccc12,2190
1943,1943,c2ccccc2C1=O),2188
1944,1944,cc1)c2,2187
1945,1945,c2cc(Cl)ccc2,2187
1946,1946,5)cc,2187
1947,1947,c%11,2186
1948,1948,O[C@H]([C@H](O)[C@@H]1O),2186
1949,1949,CC1=CC,2186
1950,1950,ccccc45,2184
1951,1951,C(=O)C=C(O,2178
1952,1952,[C@@H]2O),2176
1953,1953,CC[C@H]1OC(=O)[C@H](C),2176
1954,1954,[C@]23C,2175
1955,1955,\C=N,2173
1956,1956,c1occc,2169
1957,1957,)C#N),2168
1958,1958,(C)C)c2,2166
1959,1959,cccs4,2165
1960,1960,3=C(C,2165
1961,1961,4Cl,2160
1962,1962,[C@H]1O),2159
1963,1963,CCNS(=O)(=O),2159
1964,1964,c2cccc(c2)c3,2158
1965,1965,cccnc2,2157
1966,1966,cc(Cl)c1,2153
1967,1967,CN(C)S(=O)(=O),2153
1968,1968,c3cc(ccc2,2152
1969,1969,c4cc5OCOc5,2151
1970,1970,COc1ccc(cc1OC)c2,2150
1971,1971,)c(Cl)cc,2149
1972,1972,(=O)OC,2149
1973,1973,[C@@H](O)[C@@H](O),2148
1974,1974,cc([nH],2147
1975,1975,CCN(C),2147
1976,1976,3CC4CC(CC(C4)C2)C,2145
1977,1977,OC2=O),2144
1978,1978,NCC(O),2144
1979,1979,2)\,2144
1980,1980,c5c[nH],2140
1981,1981,)n1,2138
1982,1982,NC(=O)c1cc(,2137
1983,1983,N4CCN(CC,2136
1984,1984,e],2131
1985,1985,OCC(=O)NC,2127
1986,1986,N1C[C@H](C),2127
1987,1987,CCC[C@H]1,2127
1988,1988,[C@H]3[C@@H](CC,2126
1989,1989,CC(C)N1,2125
1990,1990,CC[C@@]1,2122
1991,1991,NC(=O)c2cn,2119
1992,1992,N(C(C,2118
1993,1993,Clc1ccc(cc1)c2,2113
1994,1994,[C@@H](OC,2111
1995,1995,3CCC[C@H]3,2109
1996,1996,NC(=O)[C@H](Cc2ccc(O)cc2),2108
1997,1997,C(=O)N[C@H](C,2108
1998,1998,CC(C)[C@H](NC(=O),2107
1999,1999,CC(C)(C,2106
2000,2000,c3c(F)cc,2103
2001,2001,ncccc3,2102
2002,2002,Cc1n,2101
2003,2003,N4CCCCC,2098
2004,2004,Cc1cc(C)c(,2098
2005,2005,c5ccccc3,2094
2006,2006,4)C#N,2093
2007,2007,c4ccccc4)c5,2092
2008,2008,cnc(N,2088
2009,2009,c1OC,2087
2010,2010,ccncc4,2085
2011,2011,NC(=O)c2ccc(,2081
2012,2012,c2ccc(Cl)c(Cl)c,2079
2013,2013,\N=C(/C,2077
2014,2014,c3cc(Cl)ccc3,2076
2015,2015,5C(=O),2075
2016,2016,N)N,2074
2017,2017,c2oc(cc,2072
2018,2018,O)cc3,2072
2019,2019,6CCCCC,2072
2020,2020,n4C,2071
2021,2021,c4cccs,2071
2022,2022,nc(CC,2070
2023,2023,3CCN(CC3)C(=O),2070
2024,2024,c2ccc(Cl)c,2069
2025,2025,(NC(=O)C,2067
2026,2026,SC1,2065
2027,2027,CCNC(=O)N,2065
2028,2028,NC(=O)OC(C)(C)C,2064
2029,2029,N4CC,2064
2030,2030,[C@](C)(O),2062
2031,2031,CC(O,2060
2032,2032,ncccc4,2057
2033,2033,)c4),2056
2034,2034,8C,2053
2035,2035,(S,2053
2036,2036,1CCOCC,2048
2037,2037,c(C)c(C,2046
2038,2038,OC(=O)C1,2046
2039,2039,)C(F)(F)F)c4,2044
2040,2040,CCc1ccc(,2043
2041,2041,c%3,2041
2042,2042,4)C(=O)O,2041
2043,2043,(=S)NC(=O),2041
2044,2044,[C@H]3O,2040
2045,2045,NC(=O)c1cn,2040
2046,2046,CN(CCO,2040
2047,2047,Cc1cccc(C)c1,2039
2048,2048,(O)(CC,2034
2049,2049,[C@](C)(C,2033
2050,2050,F)cc3,2032
2051,2051,OCC(=O)O),2026
2052,2052,c3ccccc3)c(,2023
2053,2053,ncc4,2020
2054,2054,[C@]12C),2020
2055,2055,c24,2019
2056,2056,c3cccc4ccccc3,2016
2057,2057,ccc(OC)cc,2013
2058,2058,O[C@@H]4,2011
2059,2059,C[C@H]1C,2011
2060,2060,O[C@@H](C),2010
2061,2061,Fc1ccc2,2010
2062,2062,O=C(NCC,2009
2063,2063,CN(C)c1ccc(,2009
2064,2064,CN1CCN(C,2007
2065,2065,c3ccc(cc3)c4,2006
2066,2066,c2oc(nn,2003
2067,2067,\C=C\3/,2002
2068,2068,c2c1),2001
2069,2069,[nH]4,2000
2070,2070,NS(=O)(=O)c1ccc(,2000
2071,2071,c1ccc(cc1)C2=N,1996
2072,2072,nc(n2),1992
2073,2073,(O)C(=O),1992
2074,2074,Nc1cc(,1990
2075,2075,CC[C@H](C)[C@@H]1,1990
2076,2076,(N1,1990
2077,2077,ccc7,1986
2078,2078,C(=O)N[C@@H](Cc2ccccc2),1984
2079,2079,c2ncn,1983
2080,2080,CC(=CCC,1982
2081,2081,c1ccc2CC,1979
2082,2082,COP(=O)(O)O[C@H],1979
2083,2083,c3c([nH],1977
2084,2084,c2oc(,1976
2085,2085,[C@H](OC),1976
2086,2086,COc1ccc(CC,1976
2087,2087,Cc1cccc(C,1975
2088,2088,8),1974
2089,2089,(CC=C,1973
2090,2090,\N=C\2/,1971
2091,2091,FC(F)(F)C,1971
2092,2092,Clc1cccc(,1971
2093,2093,5CCCC5,1971
2094,2094,)c9,1970
2095,2095,(NC,1970
2096,2096,c4nc5ccccc5,1968
2097,2097,Oc1c(,1968
2098,2098,[nH]1,1966
2099,2099,NC(=O)CSC,1965
2100,2100,[C@H]5CC,1964
2101,2101,C[C@@H](CO),1963
2102,2102,1)c2ccccc2,1963
2103,2103,c4),1962
2104,2104,)C(F)(F)F)C(F)(F)F,1962
2105,2105,c4s,1959
2106,2106,NC(=O)c2cc3,1957
2107,2107,n2)c1,1955
2108,2108,cccs3,1954
2109,2109,c(nn,1953
2110,2110,[C@H](CC(=O)N,1953
2111,2111,[C@@]23,1953
2112,2112,ccc(Cl)c(Cl)c,1952
2113,2113,Cc1ccc(C)c(,1952
2114,2114,CCn1c(,1951
2115,2115,3CCOCC3),1950
2116,2116,O)C(=O)N,1947
2117,2117,cc(Cl)ccc2,1946
2118,2118,NC(=O)C=C,1946
2119,2119,(CC(=O)NC,1946
2120,2120,ccc4C,1943
2121,2121,cc(cn1)c2,1942
2122,2122,N2CCN(CC2)c3,1942
2123,2123,c14,1941
2124,2124,Cc1onc(C),1941
2125,2125,OC(C)C,1940
2126,2126,CC(C)C[C@@H]1,1939
2127,2127,c(C)c,1937
2128,2128,P(=O)(OCC,1937
2129,2129,C[C@H](C,1937
2130,2130,(C)(C)[C@@H]5CC[C@@]34C),1935
2131,2131,F)c2),1934
2132,2132,(=CC(=O)O,1934
2133,2133,c1csc(,1933
2134,2134,N(C)S(=O)(=O),1932
2135,2135,c2cc(O),1931
2136,2136,c1ccccc1)C(=O),1931
2137,2137,S1(=O)=O),1931
2138,2138,7)C,1930
2139,2139,c3ccccn3,1929
2140,2140,(C)C(=O)N,1927
2141,2141,C(F)(F)F),1922
2142,2142,C(N,1921
2143,2143,cc(C(=O),1920
2144,2144,ccnc(N,1913
2145,2145,c1ccc(cc1Cl,1910
2146,2146,[C@H](Cc3ccccc3),1908
2147,2147,nc(Cl),1905
2148,2148,c2ccc(cc2)c3ccccc3,1904
2149,2149,c4occc4,1540
2150,2150,[C@H](CC(C)C),1899
2151,2151,N[C@H](C,1898
2152,2152,3=,1897
2153,2153,CCCS,1896
2154,2154,3)C#N,1896
2155,2155,c(C)c1,1894
2156,2156,[C@@]7,1894
2157,2157,\C(=C/1,1893
2158,2158,\N=C\1/,1887
2159,2159,([H]),1885
2160,2160,c3c4,1884
2161,2161,=CC=CC,1883
2162,2162,COCCN1,1880
2163,2163,nc(C(=O)N,1879
2164,2164,c1ccc(C)cc1,1879
2165,2165,[C@@H]3O[C@H](C,1879
2166,2166,\C(=N/O)\,1877
2167,2167,1)\,1877
2168,2168,[nH]nc(,1876
2169,2169,Oc5,1874
2170,2170,4)cc3,1874
2171,2171,23,1874
2172,2172,c(C)c(,1873
2173,2173,c4cc(O),1872
2174,2174,CCS(=O)(=O)N,1872
2175,2175,\C(=C\CC,1871
2176,2176,OC)C(=O),1871
2177,2177,)C(=O)N[C@@H](CC(=O)N,1870
2178,2178,c4ccccc14,1868
2179,2179,ccc(F)cc5,1867
2180,2180,[C@@H]3CCCN3C(=O),1867
2181,2181,c1ncccc1,1866
2182,2182,cc(OC),1865
2183,2183,(c3ccccc3)c4ccccc4,1865
2184,2184,c3ccccc3)c2,1864
2185,2185,C(=O)N1CC,1864
2186,2186,n3cncn,1863
2187,2187,c(O)c(,1863
2188,2188,)C(F)(F)F)c2,1863
2189,2189,(Cl)ccc1,1863
2190,2190,nc13,1859
2191,2191,2CCCO,1859
2192,2192,c3ccccc3C(=O),1857
2193,2193,c2ccccc2)C(=O),1854
2194,2194,[C@H](CCCCN,1851
2195,2195,c4cc3,1850
2196,2196,)c4cccc,1850
2197,2197,)C(C)(C),1850
2198,2198,CCCC(C),1847
2199,2199,c1ccccc1CC,1846
2200,2200,nnn[nH],1845
2201,2201,cc1OC,1844
2202,2202,cc[nH],1843
2203,2203,[C@@]34C,1843
2204,2204,c2ccccc12)C(=O)N,1841
2205,2205,)c4ccc(Cl)cc,1841
2206,2206,c3ccccc3)C(=O),1839
2207,2207,CCC(CC1)c2,1839
2208,2208,5(CC,1839
2209,2209,[C@@H]1CC[C@H](CC,1838
2210,2210,=CC(=,1836
2211,2211,[C@H]2[C@@H]3,1835
2212,2212,[C@@]1(C),1835
2213,2213,COc1ccc(NC(=O),1834
2214,2214,c3cc(O),1833
2215,2215,c6ccccc6),1832
2216,2216,c2nc(cs,1830
2217,2217,c2cccs2),1830
2218,2218,S(=O)(=O)NC,1830
2219,2219,O=C(NC1,1828
2220,2220,3)[N+](=O)[O-],1828
2221,2221,.OC(=O)C(F)(F)F.OC(=O)C(F)(F)F,1828
2222,2222,CC[C@@H](C),1827
2223,2223,c3ccc(N,1826
2224,2224,CCOCC,1826
2225,2225,O)[C@H](O)[C@H](O),1823
2226,2226,2)c4ccccc4,1823
2227,2227,COCCO,1822
2228,2228,N=N,1821
2229,2229,CC3,1821
2230,2230,nc(NCC,1819
2231,2231,NC(=O)[C@@H](N)CC,1819
2232,2232,5)c(,1819
2233,2233,B(O),1818
2234,2234,cncc,1817
2235,2235,Oc1ccc(C,1817
2236,2236,O3,1816
2237,2237,NC(=O)C2=C,1816
2238,2238,COc1ccc(cc1)C(=O)N,1814
2239,2239,c1ccc2c(c1),1813
2240,2240,2C(C,1813
2241,2241,CC(C)(C)OC(=O)N,1812
2242,2242,\C(=N\O)\,1811
2243,2243,Oc1ccc(cc1)c2,1811
2244,2244,nc(NC(=O),1810
2245,2245,c2C1=O),1808
2246,2246,F)ccc1,1804
2247,2247,CCN1CCN(CC,1804
2248,2248,4)C2=O,1803
2249,2249,CCCCCCCCC,1802
2250,2250,c2ccc(F)c(,1801
2251,2251,(C)C)C(=O)O,1800
2252,2252,3)O,1798
2253,2253,2)N3C,1797
2254,2254,2=NC,1794
2255,2255,N(C1=O),1793
2256,2256,)c4ccc(F)cc,1793
2257,2257,c3ccccc3)cc1,1792
2258,2258,CCCN(CCC,1792
2259,2259,c2cccc(c2)S(=O)(=O)N,1790
2260,2260,ccccc13,1788
2261,2261,n4)C,1787
2262,2262,5CCNCC,1786
2263,2263,c6ccc(cc,1785
2264,2264,O[C@H]3,1785
2265,2265,CN1CCC(CC1),1784
2266,2266,CC(C)[C@H](,1784
2267,2267,3CCCCCC,1781
2268,2268,cc(o,1780
2269,2269,c3cccc(C,1777
2270,2270,CCN(C(=O),1777
2271,2271,CC1(CC,1775
2272,2272,COc1n,1774
2273,2273,c3cccc(C)c3,1773
2274,2274,c2ccc(cc2C,1773
2275,2275,CNc1nc(,1773
2276,2276,)C1=O),1773
2277,2277,(F)F,1771
2278,2278,n5),1770
2279,2279,N)\,1770
2280,2280,2)c3ccc(Cl)cc3,1769
2281,2281,c1ccc(Cl)c,1763
2282,2282,[C@@]34,1763
2283,2283,Oc2ccccc2,1762
2284,2284,)cc12,1761
2285,2285,cc(Cl)ccc4,1758
2286,2286,NC(=O)[C@H](Cc3ccccc3),1755
2287,2287,4)c,1755
2288,2288,CC(C)(O),1750
2289,2289,4CC5CC(CC(C,1749
2290,2290,c3cs,1746
2291,2291,COc1ccc(Cl)cc1,1745
2292,2292,1=CN(C,1745
2293,2293,)ccc1,1744
2294,2294,nc([nH],1742
2295,2295,1)C(=O)O,1741
2296,2296,[C@@](O)(C,1740
2297,2297,)c(c2,1740
2298,2298,NC(=O)C)C,1739
2299,2299,c3ccccc3c2,1737
2300,2300,c5ccncc,1736
2301,2301,CC1=CN(,1736
2302,2302,3(CC2),1736
2303,2303,c4cccc(F)c4,1735
2304,2304,[C@]3(C)CC,1735
2305,2305,N1C[C@@H](C),1734
2306,2306,Oc1ccc(cc1),1730
2307,2307,1CCN(CC1)C(=O),1730
2308,2308,n23,1729
2309,2309,ccc(Cl)cc3,1729
2310,2310,COC(=O)N1,1728
2311,2311,CCCC(C,1727
2312,2312,c3ccccn3),1726
2313,2313,Cn1cc(,1726
2314,2314,[N+](=O)[O-])cc1,1725
2315,2315,N=C(S)N,1723
2316,2316,\C=C\C=C\,1722
2317,2317,2)C(=O)NC1=O,1720
2318,2318,NC(=O)c3cc(,1719
2319,2319,[C@@]4(C)CC,1718
2320,2320,CCOC,1718
2321,2321,c1C#N,1717
2322,2322,CN(CCC,1717
2323,2323,4CC5CC(CC(C5)C,1717
2324,2324,S2(=O)=O),1716
2325,2325,Oc2cc(,1714
2326,2326,1=,1712
2327,2327,c1ccccc1)c2ccccc,1711
2328,2328,CC(NC(=O),1709
2329,2329,[C@@H](O)[C@@H](O[C@@H],1708
2330,2330,c2ccc3OCCO,1707
2331,2331,(=O)N(C,1707
2332,2332,ccccc23,1706
2333,2333,C(=O)NCCC,1705
2334,2334,OCC=C,1703
2335,2335,)C(=O)N[C@@H](C),1703
2336,2336,c(Cl)cc(Cl)cc,1702
2337,2337,)c23,1701
2338,2338,2(C,1696
2339,2339,OS(=O)(=O)O),1695
2340,2340,NC(=O)NCC,1694
2341,2341,C(=O)N2CC,1692
2342,2342,c4cc(Cl),1691
2343,2343,)C(=O)N[C@@H](CO),1690
2344,2344,c1ccc(N,1689
2345,2345,[C@@]3(C,1688
2346,2346,C(=O)N[C@@H](C(C)C)C(=O)N,1688
2347,2347,4CCC(CC,1688
2348,2348,3CCNCC,1688
2349,2349,(Cc2ccccc2),1688
2350,2350,n2)C(=O)N,1687
2351,2351,c5ccc(cc5,1687
2352,2352,c5cccc(c5,1686
2353,2353,c3c[nH]c4ccccc34),1685
2354,2354,OC(=O)[C@H](C,1684
2355,2355,3=C(,1683
2356,2356,Cc1cccc(c1,1682
2357,2357,5=O,1682
2358,2358,2)[N+](=O)[O-],1682
2359,2359,c1cccc2ccccc1,1679
2360,2360,2CC(=N,1678
2361,2361,c3ccccc3C2=O,1677
2362,2362,CCS(=O)(=O),1676
2363,2363,O[C@H]4,1674
2364,2364,=C1),1674
2365,2365,cc(Cl)cc,1673
2366,2366,CN3C,1673
2367,2367,[C@@H](CCC,1672
2368,2368,c3cccs3),1671
2369,2369,c2ccc(NC(=O)C,1671
2370,2370,c3occc3),1670
2371,2371,c%12,1669
2372,2372,4)CC2,1668
2373,2373,cnc3,1667
2374,2374,)C(C)(C)C,1667
2375,2375,nc2ccccc1,1666
2376,2376,)c2C1=O,1665
2377,2377,c3c(F)cccc3,1664
2378,2378,nn(C,1662
2379,2379,Cc1c(C,1661
2380,2380,c2ccc(C)cc2,1538
2381,2381,3CCN(CC3)c4,1660
2382,2382,CC(=C),1659
2383,2383,c2c(C1),1654
2384,2384,ccc(cc3,1653
2385,2385,Cc1ccc(cc1)S(=O)(=O),1653
2386,2386,c3ccc4ccccc4c3,1652
2387,2387,CCC4,1650
2388,2388,CN2CCC,1649
2389,2389,1CCC[C@H]1,1649
2390,2390,cc(OC)c(OC,1648
2391,2391,CCN(CC)C,1648
2392,2392,c2cccs2,1647
2393,2393,c2ccccc2)c(,1646
2394,2394,[C@@H]4CCCN4C(=O),1646
2395,2395,[C@@H](CO,1646
2396,2396,4)CC1,1646
2397,2397,cn1)c2,1645
2398,2398,c3ccc(O,1645
2399,2399,OC[C@H]1O[C@H](,1644
2400,2400,c4ccccc4c3,1642
2401,2401,c1cc(cc(c1,1642
2402,2402,C(=O)N(C)C,1640
2403,2403,c1nn(,1639
2404,2404,=C(C(=O)NC,1638
2405,2405,O)c(OC,1637
2406,2406,CCOC(=O)C1=C(C),1637
2407,2407,c3ncc(,1634
2408,2408,c3ccc(cc3)C(=O)N,1633
2409,2409,c1oc(C,1632
2410,2410,N)c3,1631
2411,2411,2)n1,1631
2412,2412,c(O,1630
2413,2413,[C@H](CCCNC(=N)N),1630
2414,2414,3)c4ccc(Cl)cc4,1630
2415,2415,CN(C(=O)O,1629
2416,2416,CC1=C(,1626
2417,2417,c6ccc(O)cc,1624
2418,2418,CCOc1ccc(C,1624
2419,2419,I),1623
2420,2420,c3C(=O),1622
2421,2421,c2c1)N,1622
2422,2422,nc(nc3,1620
2423,2423,NC(=O)CCC,1620
2424,2424,9C,1620
2425,2425,NC(=O)O,1619
2426,2426,CC[C@H](C)[C@H](NC(=O),1619
2427,2427,[C@H](NC(=O)[C@H](Cc1ccccc1),1618
2428,2428,c3ccc(F)c(,1617
2429,2429,\N=C(\,1617
2430,2430,3CCC(C,1616
2431,2431,F)ccc2,1615
2432,2432,C[C@]12CC[C@H]3[C@@H](CC,1615
2433,2433,4)c5cccc,1615
2434,2434,CCCCN1C(=O),1614
2435,2435,CCc1cc(,1614
2436,2436,c1c[nH]cn1),1613
2437,2437,1CCN(CC1)c2,1613
2438,2438,cn[nH],1610
2439,2439,CC(=O)N1CC,1610
2440,2440,n1)C2,1609
2441,2441,CCCO,1609
2442,2442,c1ccc(NC(=O)N,1608
2443,2443,cc3C,1607
2444,2444,c3ccc(NC(=O),1604
2445,2445,(C)(C)O,1604
2446,2446,4)cc2,1602
2447,2447,(F)(F)C(F)(F)C,1602
2448,2448,[C@H](N(C,1600
2449,2449,CN=C(,1599
2450,2450,C(CC,1599
2451,2451,5)c1,1598
2452,2452,c1ccc2OCO,1597
2453,2453,[C@H]2O,1597
2454,2454,C=,1597
2455,2455,c2ccc(Cl)c(,1596
2456,2456,CC1CCN(CC,1596
2457,2457,4CCOCC4),1595
2458,2458,n2cc(,1594
2459,2459,5)c3,1594
2460,2460,2)c5,1594
2461,2461,[n+](CC,1593
2462,2462,NC(=O)c2ccc3,1589
2463,2463,CC1(C)CCC,1589
2464,2464,ccc(Br)cc,1587
2465,2465,S(=O)(=O)O),1585
2466,2466,n2ccc3,1584
2467,2467,Cc1cc(ccc1,1584
2468,2468,N(C)C(=O)C,1583
2469,2469,CC1=O,1583
2470,2470,3(C,1583
2471,2471,1)O,1583
2472,2472,5CCN(C)CC,1582
2473,2473,(CC2=O),1582
2474,2474,nc(nc1,1581
2475,2475,c2c([nH],1581
2476,2476,c12)c3,1581
2477,2477,2CO,1581
2478,2478,OC(CO)C,1580
2479,2479,(OC(=O),1580
2480,2480,c4c(C),1579
2481,2481,Br)cc(,1579
2482,2482,[C@]6(C),1578
2483,2483,Nc2nc(N,1575
2484,2484,)C4,1575
2485,2485,c3ccc(O)cc3,1573
2486,2486,NC1=,1573
2487,2487,c2ccc3C,1572
2488,2488,(C)C)c3,1572
2489,2489,ccc2Cl,1571
2490,2490,O=C1N,1571
2491,2491,3)c4ccc(F)cc4,1571
2492,2492,(C)(C)O),1571
2493,2493,CC[C@@H]1,1570
2494,2494,c4c(O),1569
2495,2495,c12)C,1569
2496,2496,C(=O)O.,1569
2497,2497,[C@H](O[C@H],1568
2498,2498,OCCOCCOCCOCC,1568
2499,2499,)cc2C,1568
2500,2500,c4ccc(O)cc4),1566
2501,2501,ccc(F)cc3,1565
2502,2502,4)c5ccc(cc,1565
2503,2503,[C@@](C)(O),1564
2504,2504,c3ccncc3,1563
2505,2505,[C@](C)(O)C,1562
2506,2506,O=C(CS,1561
2507,2507,c2cc(OC)c(OC)c(OC,1560
2508,2508,c4c5,1558
2509,2509,onc2,1556
2510,2510,3)CC1,1556
2511,2511,CCCCCCCCCCCCCC,1555
2512,2512,(NC(=O)N,1555
2513,2513,sc2c1,1554
2514,2514,\C1=O,1553
2515,2515,COc1cc(OC)cc(c1,1553
2516,2516,[1,1552
2517,2517,OC(=O)c1cc(,1552
2518,2518,)C2=O)cc1,1551
2519,2519,)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC,1551
2520,2520,(N(C,1551
2521,2521,OC4,1550
2522,2522,c4c(C,1549
2523,2523,nnc3,1548
2524,2524,[Se],1548
2525,2525,P(=O)(S),1548
2526,2526,)cc1O,1548
2527,2527,ncnc2,1547
2528,2528,nn4,1546
2529,2529,C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N),1545
2530,2530,ccncc3,1544
2531,2531,c4ccc(Cl)cc4),1544
2532,2532,[C@H](NC,1544
2533,2533,Oc1ccc(cc1,1544
2534,2534,CCN(C1)c2,1543
2535,2535,2C(=O)N,1543
2536,2536,c1)[N+](=O)[O-],1542
2537,2537,N1CCCC,1540
2538,2538,OC(=O)C(=C,1539
2539,2539,CC1CN(CC,1538
2540,2540,OC(=CC(=O),1537
2541,2541,O=C1CC,1537
2542,2542,c2)C(=O)N,1536
2543,2543,3)C2,1536
2544,2544,\C=C/C\C=C/C,1535
2545,2545,CC1)c2,1535
2546,2546,occc3,1534
2547,2547,NC1=O)C,1533
2548,2548,c3ccc(OC)c(OC,1531
2549,2549,[C@H](OC(=O)C,1531
2550,2550,=C(C)C),1530
2551,2551,c4cc(C),1529
2552,2552,)C(=O)N[C@@H](CCC(=O)O),1529
2553,2553,Cl)CCC,1528
2554,2554,ccc(Cl)c,1527
2555,2555,Nc2nccc(,1526
2556,2556,(Cl)c2),1526
2557,2557,4CCCO,1525
2558,2558,nc3c(,1524
2559,2559,c3ccnc4,1524
2560,2560,c2c(F)cc,1524
2561,2561,2CCC(C,1523
2562,2562,c2cs,1522
2563,2563,NC(=O)CCCC,1521
2564,2564,(O)CO,1521
2565,2565,%14,1521
2566,2566,CCc1ccccc1,1520
2567,2567,OC(=O)c1ccccc1,1519
2568,2568,1=C(O),1519
2569,2569,O[C@@H]5,1518
2570,2570,nc(nc2,1516
2571,2571,S(=O)(=O)C),1516
2572,2572,N4CCC,1516
2573,2573,4CCCCC4),1516
2574,2574,5)C#N,1515
2575,2575,)N(C,1513
2576,2576,NC(=O)[C@H](CCC(=O)N)NC(=O),1509
2577,2577,[C@]2(C,1508
2578,2578,c(Cl)c(,1507
2579,2579,c4ccc(F)cc4),1505
2580,2580,)N2C,1505
2581,2581,C(=O)NCCCC,1504
2582,2582,NC(=N)NCCC,1503
2583,2583,2=C1C,1503
2584,2584,ccc(Cl)cc5,1502
2585,2585,)c(O)c1,1501
