+------+-------------+--------------+-------------+-------------+
| Rank |  Drug Name  | Target Name  | Interaction | Probability |
| 3294 |    5379.0   |  Protein 16  |      NO     |     0.00    |
| 3295 |     UNK     | Protein 3789 |      NO     |     0.00    |
| 3296 |  44129660.0 | Protein 2756 |      NO     |     0.00    |
| 3297 |    8480.0   | Protein 4261 |      NO     |     0.00    |
| 3298 |  44135961.0 | Protein 5456 |      NO     |     0.00    |
| 3299 |  9803963.0  | Protein 1605 |      NO     |     0.00    |
| 3300 |  11234795.0 | Protein 3037 |      NO     |     0.00    |
| 3301 |    3639.0   | Protein 4727 |      NO     |     0.00    |
| 3302 |     UNK     | Protein 1980 |      NO     |     0.00    |
| 3303 |    5534.0   | Protein 4778 |      NO     |     0.00    |
| 3304 |  44556162.0 | Protein 1233 |      NO     |     0.00    |
| 3305 |  10039361.0 | Protein 2929 |      NO     |     0.00    |
| 3306 |   574780.0  | Protein 732  |      NO     |     0.00    |
| 3307 |    2179.0   | Protein 5354 |      NO     |     0.00    |
| 3308 |  9867758.0  | Protein 105  |      NO     |     0.00    |
| 3309 |  5281243.0  | Protein 3594 |      NO     |     0.00    |
| 3310 |  49855250.0 | Protein 3466 |      NO     |     0.00    |
| 3311 |  24965990.0 | Protein 773  |      NO     |     0.00    |
| 3312 |   18087.0   | Protein 554  |      NO     |     0.00    |
| 3313 |  4908365.0  | Protein 2493 |      NO     |     0.00    |
| 3314 |   154104.0  | Protein 984  |      NO     |     0.00    |
| 3315 |  2723807.0  | Protein 2055 |      NO     |     0.00    |
| 3316 |    5328.0   | Protein 4412 |      NO     |     0.00    |
| 3317 |    9649.0   | Protein 1770 |      NO     |     0.00    |
| 3318 |  60182388.0 | Protein 1479 |      NO     |     0.00    |
| 3319 |  11676373.0 | Protein 280  |      NO     |     0.00    |
| 3320 |   78094.0   | Protein 4589 |      NO     |     0.00    |
| 3321 |  5281672.0  | Protein 4182 |      NO     |     0.00    |
| 3322 |   33478.0   | Protein 275  |      NO     |     0.00    |
| 3323 |     UNK     | Protein 4365 |      NO     |     0.00    |
| 3324 |   135411.0  | Protein 4601 |      NO     |     0.00    |
| 3325 |  42636897.0 | Protein 1367 |      NO     |     0.00    |
| 3326 |  6419753.0  | Protein 4653 |      NO     |     0.00    |
| 3327 |    1645.0   | Protein 4611 |      NO     |     0.00    |
| 3328 |   17595.0   | Protein 5584 |      NO     |     0.00    |
| 3329 |    3202.0   | Protein 4535 |      NO     |     0.00    |
| 3330 |    1892.0   | Protein 1603 |      NO     |     0.00    |
| 3331 |   71277.0   | Protein 442  |      NO     |     0.00    |
| 3332 |    3932.0   | Protein 3362 |      NO     |     0.00    |
| 3333 |    864.0    | Protein 4932 |      NO     |     0.00    |
| 3334 |  6437380.0  | Protein 2660 |      NO     |     0.00    |
| 3335 |  4013695.0  | Protein 1895 |      NO     |     0.00    |
| 3336 |   176407.0  | Protein 1900 |      NO     |     0.00    |
| 3337 |    6127.0   | Protein 4612 |      NO     |     0.00    |
| 3338 |  49806644.0 | Protein 3337 |      NO     |     0.00    |
| 3339 |  16048966.0 | Protein 1409 |      NO     |     0.00    |
| 3340 |   237332.0  | Protein 3219 |      NO     |     0.00    |
| 3341 |   415059.0  | Protein 3484 |      NO     |     0.00    |
| 3342 |  10861069.0 | Protein 4511 |      NO     |     0.00    |
| 3343 |    1993.0   | Protein 3746 |      NO     |     0.00    |
| 3344 |  44513473.0 | Protein 3249 |      NO     |     0.00    |
| 3345 |    3042.0   | Protein 4023 |      NO     |     0.00    |
| 3346 |  12598150.0 | Protein 117  |      NO     |     0.00    |
| 3347 |  9796304.0  | Protein 5404 |      NO     |     0.00    |
| 3348 |  13871033.0 | Protein 364  |      NO     |     0.00    |
| 3349 |  5281042.0  | Protein 3460 |      NO     |     0.00    |
| 3350 |   177236.0  | Protein 3297 |      NO     |     0.00    |
| 3351 |    2802.0   | Protein 2104 |      NO     |     0.00    |
| 3352 |     UNK     | Protein 4342 |      NO     |     0.00    |
| 3353 |    5311.0   | Protein 5280 |      NO     |     0.00    |
| 3354 |   197706.0  | Protein 4037 |      NO     |     0.00    |
| 3355 |   48229.0   | Protein 905  |      NO     |     0.00    |
| 3356 |     UNK     | Protein 2064 |      NO     |     0.00    |
| 3357 |  6918649.0  | Protein 1880 |      NO     |     0.00    |
| 3358 |    5059.0   | Protein 3234 |      NO     |     0.00    |
| 3359 |    5719.0   | Protein 4767 |      NO     |     0.00    |
| 3360 |   36294.0   | Protein 139  |      NO     |     0.00    |
| 3361 |    5253.0   | Protein 6070 |      NO     |     0.00    |
| 3362 |   126383.0  | Protein 2705 |      NO     |     0.00    |
| 3363 |    4167.0   | Protein 5086 |      NO     |     0.00    |
| 3364 |  1150897.0  | Protein 2181 |      NO     |     0.00    |
| 3365 |   851474.0  | Protein 2020 |      NO     |     0.00    |
| 3366 |   73277.0   | Protein 1145 |      NO     |     0.00    |
| 3367 |  16124208.0 | Protein 3025 |      NO     |     0.00    |
| 3368 |  49867926.0 | Protein 5047 |      NO     |     0.00    |
| 3369 |  72943187.0 | Protein 4363 |      NO     |     0.00    |
| 3370 |  86287635.0 | Protein 3109 |      NO     |     0.00    |
| 3371 |    8226.0   | Protein 2431 |      NO     |     0.00    |
| 3372 | 135399235.0 | Protein 4391 |      NO     |     0.00    |
| 3373 |  11154925.0 | Protein 858  |      NO     |     0.00    |
| 3374 |   60846.0   | Protein 3511 |      NO     |     0.00    |
| 3375 |  3073499.0  | Protein 4413 |      NO     |     0.00    |
| 3376 |  11313622.0 | Protein 1319 |      NO     |     0.00    |
| 3377 |   643976.0  | Protein 4178 |      NO     |     0.00    |
| 3378 |   26987.0   | Protein 4060 |      NO     |     0.00    |
| 3379 |    586.0    | Protein 3563 |      NO     |     0.00    |
| 3380 | 135418373.0 | Protein 4194 |      NO     |     0.00    |
| 3381 |    3689.0   | Protein 5178 |      NO     |     0.00    |
| 3382 |    5152.0   | Protein 2132 |      NO     |     0.00    |
| 3383 |    5071.0   | Protein 5318 |      NO     |     0.00    |
| 3384 |    4342.0   | Protein 4544 |      NO     |     0.00    |
| 3385 |  11351021.0 | Protein 1535 |      NO     |     0.00    |
| 3386 |    3926.0   | Protein 1478 |      NO     |     0.00    |
| 3387 |    1973.0   | Protein 2397 |      NO     |     0.00    |
| 3388 |  52938427.0 | Protein 2764 |      NO     |     0.00    |
| 3389 |     UNK     | Protein 4163 |      NO     |     0.00    |
| 3390 |    4887.0   | Protein 3430 |      NO     |     0.00    |
| 3391 |  3272300.0  | Protein 6043 |      NO     |     0.00    |
| 3392 |  11630874.0 | Protein 742  |      NO     |     0.00    |
| 3393 |  46173038.0 | Protein 2697 |      NO     |     0.00    |
| 3394 |   71781.0   | Protein 5281 |      NO     |     0.00    |
| 3395 |  16759605.0 | Protein 4979 |      NO     |     0.00    |
| 3396 |  70697712.0 | Protein 353  |      NO     |     0.00    |
| 3397 |  13267937.0 | Protein 1423 |      NO     |     0.00    |
| 3398 |   37147.0   | Protein 654  |      NO     |     0.00    |
| 3399 |  3035746.0  | Protein 5939 |      NO     |     0.00    |
| 3400 |    2713.0   | Protein 158  |      NO     |     0.00    |
| 3401 |  11497983.0 | Protein 3824 |      NO     |     0.00    |
| 3402 |  52913874.0 | Protein 483  |      NO     |     0.00    |
| 3403 |   47530.0   | Protein 2444 |      NO     |     0.00    |
| 3404 |  24857242.0 | Protein 2102 |      NO     |     0.00    |
| 3405 | 135398512.0 | Protein 5793 |      NO     |     0.00    |
| 3406 |    4283.0   | Protein 3833 |      NO     |     0.00    |
| 3407 |   197033.0  | Protein 1396 |      NO     |     0.00    |
| 3408 |  4990817.0  | Protein 3727 |      NO     |     0.00    |
| 3409 |    1030.0   | Protein 3720 |      NO     |     0.00    |
| 3410 |   127019.0  | Protein 3281 |      NO     |     0.00    |
| 3411 |  5288209.0  | Protein 4897 |      NO     |     0.00    |
| 3412 |  4342838.0  | Protein 3235 |      NO     |     0.00    |
| 3413 |   676352.0  | Protein 2543 |      NO     |     0.00    |
| 3414 |    6446.0   | Protein 4634 |      NO     |     0.00    |
| 3415 |  24812808.0 | Protein 4883 |      NO     |     0.00    |
| 3416 |  3994476.0  | Protein 1853 |      NO     |     0.00    |
| 3417 |  3721046.0  | Protein 2100 |      NO     |     0.00    |
| 3418 |   124405.0  | Protein 2850 |      NO     |     0.00    |
| 3419 |  9852185.0  | Protein 3606 |      NO     |     0.00    |
| 3420 |    4735.0   | Protein 5507 |      NO     |     0.00    |
| 3421 |  46398810.0 | Protein 2205 |      NO     |     0.00    |
| 3422 |    1574.0   | Protein 5485 |      NO     |     0.00    |
| 3423 |  15680981.0 | Protein 2214 |      NO     |     0.00    |
| 3424 |   441244.0  | Protein 4362 |      NO     |     0.00    |
| 3425 |    3406.0   | Protein 4999 |      NO     |     0.00    |
| 3426 |   55748.0   | Protein 5701 |      NO     |     0.00    |
| 3427 |  9830520.0  |  Protein 43  |      NO     |     0.00    |
| 3428 |  46241268.0 | Protein 1211 |      NO     |     0.00    |
| 3429 |  73707446.0 | Protein 220  |      NO     |     0.00    |
| 3430 |    2016.0   | Protein 2366 |      NO     |     0.00    |
| 3431 | 126480043.0 | Protein 130  |      NO     |     0.00    |
| 3432 |   667484.0  | Protein 3590 |      NO     |     0.00    |
| 3433 |  6710732.0  | Protein 5649 |      NO     |     0.00    |
| 3434 |    4810.0   | Protein 2262 |      NO     |     0.00    |
| 3435 |  23727689.0 | Protein 1017 |      NO     |     0.00    |
| 3436 |    5717.0   | Protein 3596 |      NO     |     0.00    |
| 3437 |  90826123.0 | Protein 1648 |      NO     |     0.00    |
| 3438 |    4135.0   | Protein 125  |      NO     |     0.00    |
| 3439 |    2448.0   | Protein 4254 |      NO     |     0.00    |
| 3440 |   688570.0  | Protein 5503 |      NO     |     0.00    |
| 3441 |  56962369.0 | Protein 2317 |      NO     |     0.00    |
| 3442 |   387447.0  | Protein 1951 |      NO     |     0.00    |
| 3443 |  2772126.0  | Protein 4835 |      NO     |     0.00    |
| 3444 |  3995234.0  | Protein 2737 |      NO     |     0.00    |
| 3445 |   14969.0   | Protein 467  |      NO     |     0.00    |
| 3446 |   454216.0  | Protein 533  |      NO     |     0.00    |
| 3447 |  4722579.0  | Protein 1969 |      NO     |     0.00    |
| 3448 |    3446.0   | Protein 5346 |      NO     |     0.00    |
| 3449 |    9047.0   | Protein 4819 |      NO     |     0.00    |
| 3450 | 129010081.0 | Protein 2432 |      NO     |     0.00    |
| 3451 |    3775.0   | Protein 3475 |      NO     |     0.00    |
| 3452 |    342.0    | Protein 5617 |      NO     |     0.00    |
| 3453 |   104762.0  | Protein 1057 |      NO     |     0.00    |
| 3454 |    5663.0   | Protein 2079 |      NO     |     0.00    |
| 3455 |    3344.0   | Protein 5711 |      NO     |     0.00    |
| 3456 |   71083.0   | Protein 5899 |      NO     |     0.00    |
| 3457 |    3828.0   | Protein 2356 |      NO     |     0.00    |
| 3458 |    4923.0   | Protein 518  |      NO     |     0.00    |
| 3459 |  9844347.0  | Protein 3271 |      NO     |     0.00    |
| 3460 |  5288674.0  | Protein 124  |      NO     |     0.00    |
| 3461 |   446598.0  | Protein 574  |      NO     |     0.00    |
| 3462 |     UNK     | Protein 1598 |      NO     |     0.00    |
| 3463 |  2724354.0  | Protein 5825 |      NO     |     0.00    |
| 3464 |  10369242.0 | Protein 341  |      NO     |     0.00    |
| 3465 | 101873359.0 | Protein 2382 |      NO     |     0.00    |
| 3466 |  71533725.0 | Protein 1061 |      NO     |     0.00    |
| 3467 |   62956.0   | Protein 3308 |      NO     |     0.00    |
| 3468 |   40399.0   | Protein 5225 |      NO     |     0.00    |
| 3469 |    2088.0   | Protein 3769 |      NO     |     0.00    |
| 3470 |    3351.0   | Protein 1529 |      NO     |     0.00    |
| 3471 |  10195250.0 | Protein 5224 |      NO     |     0.00    |
| 3472 |  90488870.0 | Protein 2732 |      NO     |     0.00    |
| 3473 |  5280980.0  | Protein 1130 |      NO     |     0.00    |
| 3474 |   91610.0   | Protein 4203 |      NO     |     0.00    |
| 3475 |   37186.0   | Protein 489  |      NO     |     0.00    |
| 3476 |   68909.0   | Protein 4586 |      NO     |     0.00    |
| 3477 |  3045227.0  | Protein 283  |      NO     |     0.00    |
| 3478 |  5281040.0  | Protein 1009 |      NO     |     0.00    |
| 3479 |   322968.0  | Protein 3236 |      NO     |     0.00    |
| 3480 |   119570.0  | Protein 1733 |      NO     |     0.00    |
| 3481 |   176158.0  | Protein 911  |      NO     |     0.00    |
| 3482 |  24786555.0 | Protein 3797 |      NO     |     0.00    |
| 3483 |  9864959.0  | Protein 2864 |      NO     |     0.00    |
| 3484 |   657298.0  | Protein 4271 |      NO     |     0.00    |
| 3485 |   10701.0   | Protein 170  |      NO     |     0.00    |
| 3486 |  3693566.0  | Protein 3408 |      NO     |     0.00    |
| 3487 |  5702266.0  | Protein 2548 |      NO     |     0.00    |
| 3488 |     UNK     | Protein 5566 |      NO     |     0.00    |
| 3489 |    2374.0   | Protein 3985 |      NO     |     0.00    |
| 3490 |   68871.0   | Protein 2005 |      NO     |     0.00    |
| 3491 |  11349170.0 | Protein 3883 |      NO     |     0.00    |
| 3492 |  72706840.0 | Protein 6041 |      NO     |     0.00    |
| 3493 |   121926.0  | Protein 4083 |      NO     |     0.00    |
| 3494 |    4705.0   | Protein 3549 |      NO     |     0.00    |
| 3495 |   743974.0  | Protein 6036 |      NO     |     0.00    |
| 3496 |  9581011.0  | Protein 1551 |      NO     |     0.00    |
| 3497 |     UNK     | Protein 359  |      NO     |     0.00    |
| 3498 |    2554.0   | Protein 4533 |      NO     |     0.00    |
| 3499 |    9062.0   | Protein 2301 |      NO     |     0.00    |
| 3500 |    2690.0   | Protein 1314 |      NO     |     0.00    |
| 3501 |    938.0    | Protein 2434 |      NO     |     0.00    |
| 3502 |  21781066.0 | Protein 708  |      NO     |     0.00    |
| 3503 |  3385203.0  | Protein 5467 |      NO     |     0.00    |
| 3504 |  11617559.0 | Protein 584  |      NO     |     0.00    |
| 3505 |  9861730.0  | Protein 4442 |      NO     |     0.00    |
| 3506 |  3337816.0  | Protein 2760 |      NO     |     0.00    |
| 3507 |  25265312.0 | Protein 1121 |      NO     |     0.00    |
| 3508 |  53325875.0 | Protein 541  |      NO     |     0.00    |
| 3509 |    9880.0   | Protein 3533 |      NO     |     0.00    |
| 3510 |    8550.0   | Protein 4467 |      NO     |     0.00    |
| 3511 |    4939.0   | Protein 1303 |      NO     |     0.00    |
| 3512 |    3547.0   | Protein 5439 |      NO     |     0.00    |
| 3513 |    4636.0   | Protein 6025 |      NO     |     0.00    |
| 3514 |   55245.0   | Protein 4603 |      NO     |     0.00    |
| 3515 |   123631.0  | Protein 2322 |      NO     |     0.00    |
| 3516 |   151170.0  | Protein 5850 |      NO     |     0.00    |
| 3517 |  9961766.0  | Protein 3304 |      NO     |     0.00    |
| 3518 |    6549.0   | Protein 5789 |      NO     |     0.00    |
| 3519 |  10077130.0 | Protein 2357 |      NO     |     0.00    |
| 3520 |  5351344.0  | Protein 5490 |      NO     |     0.00    |
| 3521 |    2049.0   | Protein 3914 |      NO     |     0.00    |
| 3522 |  57390074.0 | Protein 1934 |      NO     |     0.00    |
| 3523 |    9429.0   | Protein 4196 |      NO     |     0.00    |
| 3524 |    4549.0   | Protein 1082 |      NO     |     0.00    |
| 3525 |  54677946.0 | Protein 1014 |      NO     |     0.00    |
| 3526 | 129010054.0 | Protein 1881 |      NO     |     0.00    |
| 3527 | 129009943.0 | Protein 4779 |      NO     |     0.00    |
| 3528 |  11598628.0 | Protein 4446 |      NO     |     0.00    |
| 3529 |    4476.0   | Protein 1431 |      NO     |     0.00    |
| 3530 |  45142457.0 | Protein 3575 |      NO     |     0.00    |
| 3531 |   28864.0   | Protein 3324 |      NO     |     0.00    |
| 3532 |  1791111.0  | Protein 2829 |      NO     |     0.00    |
| 3533 |  4284721.0  | Protein 4988 |      NO     |     0.00    |
| 3534 |    3071.0   | Protein 4887 |      NO     |     0.00    |
| 3535 |   439435.0  | Protein 5558 |      NO     |     0.00    |
| 3536 |  2921148.0  | Protein 3240 |      NO     |     0.00    |
| 3537 |    6780.0   | Protein 4341 |      NO     |     0.00    |
| 3538 | 135409539.0 | Protein 727  |      NO     |     0.00    |
| 3539 |   42785.0   | Protein 2174 |      NO     |     0.00    |
| 3540 |   92974.0   | Protein 5173 |      NO     |     0.00    |
| 3541 |   26596.0   | Protein 5482 |      NO     |     0.00    |
| 3542 |   392622.0  | Protein 1357 |      NO     |     0.00    |
| 3543 |    4236.0   | Protein 3640 |      NO     |     0.00    |
| 3544 |    1354.0   | Protein 300  |      NO     |     0.00    |
| 3545 |  3272524.0  | Protein 2775 |      NO     |     0.00    |
| 3546 |    3463.0   | Protein 5282 |      NO     |     0.00    |
| 3547 |   119376.0  | Protein 5806 |      NO     |     0.00    |
| 3548 |  1547484.0  | Protein 3557 |      NO     |     0.00    |
| 3549 |  46843906.0 | Protein 1824 |      NO     |     0.00    |
| 3550 |  9841972.0  | Protein 4602 |      NO     |     0.00    |
| 3551 |    9270.0   | Protein 5991 |      NO     |     0.00    |
| 3552 |  11567473.0 |  Protein 66  |      NO     |     0.00    |
| 3553 |   68763.0   | Protein 3138 |      NO     |     0.00    |
| 3554 |    3423.0   | Protein 3785 |      NO     |     0.00    |
| 3555 |   36511.0   | Protein 270  |      NO     |     0.00    |
| 3556 |    4507.0   | Protein 2614 |      NO     |     0.00    |
| 3557 |    5504.0   | Protein 6076 |      NO     |     0.00    |
| 3558 |  9824562.0  | Protein 1386 |      NO     |     0.00    |
| 3559 |  6602442.0  | Protein 5869 |      NO     |     0.00    |
| 3560 |    3417.0   | Protein 4335 |      NO     |     0.00    |
| 3561 |   14296.0   | Protein 3245 |      NO     |     0.00    |
| 3562 |  5282190.0  | Protein 2695 |      NO     |     0.00    |
| 3563 |    5139.0   | Protein 4518 |      NO     |     0.00    |
| 3564 |   38853.0   | Protein 5390 |      NO     |     0.00    |
| 3565 |    5447.0   | Protein 3489 |      NO     |     0.00    |
| 3566 |  6533629.0  |  Protein 40  |      NO     |     0.00    |
| 3567 |   107841.0  | Protein 3928 |      NO     |     0.00    |
| 3568 |  6603720.0  | Protein 2789 |      NO     |     0.00    |
| 3569 |  25171648.0 | Protein 4234 |      NO     |     0.00    |
| 3570 |   28620.0   | Protein 3934 |      NO     |     0.00    |
| 3571 |   129228.0  | Protein 659  |      NO     |     0.00    |
| 3572 |  9834591.0  | Protein 4873 |      NO     |     0.00    |
| 3573 |     UNK     | Protein 3053 |      NO     |     0.00    |
| 3574 |  68289010.0 | Protein 2499 |      NO     |     0.00    |
| 3575 |    9082.0   | Protein 4010 |      NO     |     0.00    |
| 3576 |    4078.0   | Protein 4454 |      NO     |     0.00    |
| 3577 |   65016.0   | Protein 4448 |      NO     |     0.00    |
| 3578 |  46898058.0 | Protein 626  |      NO     |     0.00    |
| 3579 |   656767.0  | Protein 1049 |      NO     |     0.00    |
| 3580 |    4839.0   | Protein 5058 |      NO     |     0.00    |
| 3581 |  72201027.0 | Protein 4017 |      NO     |     0.00    |
| 3582 |    1923.0   | Protein 309  |      NO     |     0.00    |
| 3583 |   62034.0   | Protein 3662 |      NO     |     0.00    |
| 3584 |   66414.0   | Protein 4764 |      NO     |     0.00    |
| 3585 |     UNK     | Protein 5784 |      NO     |     0.00    |
| 3586 |   162846.0  | Protein 3365 |      NO     |     0.00    |
| 3587 |  49830684.0 | Protein 2376 |      NO     |     0.00    |
| 3588 |  24180125.0 | Protein 1961 |      NO     |     0.00    |
| 3589 |    4943.0   | Protein 4950 |      NO     |     0.00    |
| 3590 |  11667240.0 | Protein 4021 |      NO     |     0.00    |
| 3591 |  9822205.0  | Protein 4522 |      NO     |     0.00    |
| 3592 |    5816.0   | Protein 3668 |      NO     |     0.00    |
| 3593 |   40976.0   | Protein 6083 |      NO     |     0.00    |
| 3594 |  25099191.0 | Protein 1282 |      NO     |     0.00    |
| 3595 |  16667695.0 | Protein 1921 |      NO     |     0.00    |
| 3596 |  54678486.0 | Protein 4910 |      NO     |     0.00    |
| 3597 |    3016.0   | Protein 4998 |      NO     |     0.00    |
| 3598 |  87217390.0 | Protein 2041 |      NO     |     0.00    |
| 3599 |    4935.0   | Protein 4170 |      NO     |     0.00    |
| 3600 |    2796.0   | Protein 4313 |      NO     |     0.00    |
| 3601 |   151075.0  | Protein 4002 |      NO     |     0.00    |
| 3602 |    9416.0   | Protein 5440 |      NO     |     0.00    |
| 3603 |    1433.0   | Protein 5778 |      NO     |     0.00    |
| 3604 |   64393.0   | Protein 5995 |      NO     |     0.00    |
| 3605 |   864492.0  | Protein 1666 |      NO     |     0.00    |
| 3606 |   447043.0  | Protein 480  |      NO     |     0.00    |
| 3607 |   121846.0  | Protein 5882 |      NO     |     0.00    |
| 3608 |  5311271.0  | Protein 4079 |      NO     |     0.00    |
| 3609 |  4214594.0  | Protein 2839 |      NO     |     0.00    |
| 3610 |  44483355.0 | Protein 1371 |      NO     |     0.00    |
| 3611 |  44208849.0 | Protein 303  |      NO     |     0.00    |
| 3612 |  23582776.0 | Protein 4229 |      NO     |     0.00    |
| 3613 |  11454028.0 | Protein 837  |      NO     |     0.00    |
| 3614 |   60753.0   | Protein 5788 |      NO     |     0.00    |
| 3615 |    8609.0   | Protein 5019 |      NO     |     0.00    |
| 3616 |  72716071.0 | Protein 818  |      NO     |     0.00    |
| 3617 |  4038180.0  | Protein 6110 |      NO     |     0.00    |
| 3618 |  6861557.0  | Protein 895  |      NO     |     0.00    |
| 3619 |  5287541.0  | Protein 2943 |      NO     |     0.00    |
| 3620 |    4671.0   | Protein 1735 |      NO     |     0.00    |
| 3621 |  9869929.0  | Protein 812  |      NO     |     0.00    |
| 3622 |  24868317.0 | Protein 1562 |      NO     |     0.00    |
| 3623 | 118238298.0 | Protein 833  |      NO     |     0.00    |
| 3624 |  3035905.0  | Protein 5958 |      NO     |     0.00    |
| 3625 |    2145.0   | Protein 4156 |      NO     |     0.00    |
| 3626 |  12308750.0 | Protein 1629 |      NO     |     0.00    |
| 3627 |    6839.0   | Protein 4743 |      NO     |     0.00    |
| 3628 |   65707.0   | Protein 3728 |      NO     |     0.00    |
| 3629 |   16231.0   | Protein 358  |      NO     |     0.00    |
| 3630 |    4944.0   | Protein 4346 |      NO     |     0.00    |
| 3631 |  16040067.0 | Protein 4310 |      NO     |     0.00    |
| 3632 |    4100.0   | Protein 4131 |      NO     |     0.00    |
| 3633 |  7082413.0  | Protein 3686 |      NO     |     0.00    |
| 3634 |   11092.0   | Protein 5540 |      NO     |     0.00    |
| 3635 |  10410894.0 | Protein 4606 |      NO     |     0.00    |
| 3636 |  92144482.0 | Protein 1689 |      NO     |     0.00    |
| 3637 |  72200024.0 | Protein 1196 |      NO     |     0.00    |
| 3638 |  11167602.0 | Protein 995  |      NO     |     0.00    |
| 3639 |    4534.0   | Protein 5092 |      NO     |     0.00    |
| 3640 |   236702.0  | Protein 2858 |      NO     |     0.00    |
| 3641 |    5487.0   | Protein 2833 |      NO     |     0.00    |
| 3642 | 135931707.0 | Protein 505  |      NO     |     0.00    |
| 3643 |     UNK     | Protein 2409 |      NO     |     0.00    |
| 3644 |  6413301.0  | Protein 2115 |      NO     |     0.00    |
| 3645 |    7547.0   | Protein 3184 |      NO     |     0.00    |
| 3646 |  4988454.0  | Protein 2791 |      NO     |     0.00    |
| 3647 |    1132.0   | Protein 3881 |      NO     |     0.00    |
| 3648 |    2161.0   | Protein 365  |      NO     |     0.00    |
| 3649 |  6436048.0  | Protein 3272 |      NO     |     0.00    |
| 3650 |    5405.0   | Protein 3352 |      NO     |     0.00    |
| 3651 |   667493.0  | Protein 4226 |      NO     |     0.00    |
| 3652 |  11226090.0 | Protein 1618 |      NO     |     0.00    |
| 3653 |  13017912.0 | Protein 251  |      NO     |     0.00    |
| 3654 |   68770.0   | Protein 4374 |      NO     |     0.00    |
| 3655 |    2218.0   | Protein 5379 |      NO     |     0.00    |
| 3656 |   177906.0  | Protein 2279 |      NO     |     0.00    |
| 3657 |  17928441.0 | Protein 2407 |      NO     |     0.00    |
| 3658 |    3388.0   | Protein 1118 |      NO     |     0.00    |
| 3659 |  53242268.0 | Protein 1493 |      NO     |     0.00    |
| 3660 |  3292447.0  | Protein 2294 |      NO     |     0.00    |
| 3661 |  25227436.0 | Protein 1541 |      NO     |     0.00    |
| 3662 |  49836027.0 | Protein 681  |      NO     |     0.00    |
| 3663 |  2210370.0  | Protein 4144 |      NO     |     0.00    |
| 3664 |  9904854.0  | Protein 2445 |      NO     |     0.00    |
| 3665 |  9860529.0  | Protein 5024 |      NO     |     0.00    |
| 3666 |  5039877.0  | Protein 1186 |      NO     |     0.00    |
| 3667 |   127404.0  | Protein 3965 |      NO     |     0.00    |
| 3668 |  11570626.0 | Protein 2401 |      NO     |     0.00    |
| 3669 |    1979.0   | Protein 4982 |      NO     |     0.00    |
| 3670 |  9830191.0  | Protein 2116 |      NO     |     0.00    |
| 3671 |   83969.0   | Protein 5731 |      NO     |     0.00    |
| 3672 |    3604.0   | Protein 543  |      NO     |     0.00    |
| 3673 |   151289.0  | Protein 4731 |      NO     |     0.00    |
| 3674 |  2882155.0  | Protein 4858 |      NO     |     0.00    |
| 3675 |    2913.0   | Protein 4481 |      NO     |     0.00    |
| 3676 |    602.0    | Protein 5066 |      NO     |     0.00    |
| 3677 |   659840.0  | Protein 5129 |      NO     |     0.00    |
| 3678 |  54682040.0 | Protein 1858 |      NO     |     0.00    |
| 3679 |  5280961.0  | Protein 5006 |      NO     |     0.00    |
| 3680 |    6106.0   | Protein 5807 |      NO     |     0.00    |
| 3681 |   93504.0   | Protein 5732 |      NO     |     0.00    |
| 3682 |   183470.0  | Protein 1943 |      NO     |     0.00    |
| 3683 |   65948.0   | Protein 2953 |      NO     |     0.00    |
| 3684 |  4077460.0  | Protein 1585 |      NO     |     0.00    |
| 3685 |   208901.0  | Protein 5619 |      NO     |     0.00    |
| 3686 |   122028.0  | Protein 1234 |      NO     |     0.00    |
| 3687 |    5186.0   | Protein 2433 |      NO     |     0.00    |
| 3688 |   14187.0   | Protein 5800 |      NO     |     0.00    |
| 3689 |  59620153.0 | Protein 4221 |      NO     |     0.00    |
| 3690 |   67254.0   | Protein 3652 |      NO     |     0.00    |
| 3691 |   22565.0   | Protein 3571 |      NO     |     0.00    |
| 3692 |  59473233.0 | Protein 6017 |      NO     |     0.00    |
| 3693 |    3947.0   | Protein 2591 |      NO     |     0.00    |
| 3694 |  10430360.0 | Protein 5670 |      NO     |     0.00    |
| 3695 |   47866.0   | Protein 637  |      NO     |     0.00    |
| 3696 |    5641.0   | Protein 3600 |      NO     |     0.00    |
| 3697 |    3324.0   | Protein 2172 |      NO     |     0.00    |
| 3698 |   445501.0  | Protein 1207 |      NO     |     0.00    |
| 3699 |  21625941.0 | Protein 2778 |      NO     |     0.00    |
| 3700 |  15224271.0 | Protein 1054 |      NO     |     0.00    |
| 3701 |   64627.0   | Protein 2273 |      NO     |     0.00    |
| 3702 |   64799.0   | Protein 6033 |      NO     |     0.00    |
| 3703 |    5656.0   | Protein 4201 |      NO     |     0.00    |
| 3704 |   148124.0  | Protein 2714 |      NO     |     0.00    |
| 3705 |    6098.0   | Protein 295  |      NO     |     0.00    |
| 3706 |  1150683.0  | Protein 3150 |      NO     |     0.00    |
| 3707 |   644076.0  | Protein 441  |      NO     |     0.00    |
| 3708 |   71739.0   | Protein 5877 |      NO     |     0.00    |
| 3709 |  71604307.0 | Protein 1465 |      NO     |     0.00    |
| 3710 |    4031.0   | Protein 4785 |      NO     |     0.00    |
| 3711 |   72106.0   | Protein 2392 |      NO     |     0.00    |
| 3712 |   123723.0  | Protein 4752 |      NO     |     0.00    |
